Month,PR Number,Order Date,Vendor,Product Name,Variant,SKU Suffix,SKU,Qty
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Snout Guard Pro | Comfortable | Adjustable | Durable Muzzle","XXL","SNOUTPRO-XXL","TH-105-SNOUTPRO-XXL",6
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","SnugBug Hut – Comfy, Calming & Portable | Safe Den for Small Dogs","Red","SNUGBUG-R","TH-104-SNUGBUG-R",91
"May 2026","PR-0016","2026-05-22","Shree Radhe International","SnugSole Boots | Dog Boots for Hot Pavement & Rain | Anti-Slip Waterproof Paw Protection","XXL","SNUGBOO-XXL","TH-012-SNUGBOO-XXL",27
"May 2026","PR-0016","2026-05-22","Shree Radhe International","SnugSole Boots | Dog Boots for Hot Pavement & Rain | Anti-Slip Waterproof Paw Protection","XS","SNUGBOO-XS","TH-012-SNUGBOO-XS",16
"May 2026","PR-0016","2026-05-22","Shree Radhe International","SnugSole Boots | Dog Boots for Hot Pavement & Rain | Anti-Slip Waterproof Paw Protection","XS","SNUGBOO-XS","TH-012-SNUGBOO-XS",23
"May 2026","PR-0016","2026-05-22","Shree Radhe International","SnugSole Boots | Dog Boots for Hot Pavement & Rain | Anti-Slip Waterproof Paw Protection","M","SNUGBOO-M","TH-012-SNUGBOO-M",35
"May 2026","PR-0016","2026-05-22","Shree Radhe International","SnugSole Boots | Dog Boots for Hot Pavement & Rain | Anti-Slip Waterproof Paw Protection","L","SNUGBOO-L","TH-012-SNUGBOO-L",27
"May 2026","PR-0016","2026-05-22","Shree Radhe International","SnugSole Boots | Dog Boots for Hot Pavement & Rain | Anti-Slip Waterproof Paw Protection","XL","SNUGBOO-XL","TH-012-SNUGBOO-XL",23
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Solace Cave | Soft, Enclosed Comfort for Calm Sleep for Puppies & Cats","Default Title","SOLACECAVE","TH-280-SOLACECAVE",10
"May 2026","PR-0061","2026-05-27","Big Time Enterprises","SpillGuard Bowl | Splash-Free Drinking | Floating Disk","Default Title","SPILLGUARD","TH-083-SPILLGUARD",5
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","SpillGuard Bowl | Splash-Free Drinking | Floating Disk","Default Title","SPILLGUARD","TH-083-SPILLGUARD",3
"May 2026","PR-0009","2026-05-22","Cature Shield Pvt Ltd","Splash Spring Fountain – Paw-Activated Outdoor Dog Water Fountain | Step-On Dog Water Dispenser with Hose Connection for Yard & Garden","Default Title","SPLASHFOUNTAIN","TH-371-SPLASHFOUNTAIN",17
"May 2026","PR-0010","2026-05-22","Companion Neesds","StarryBelle Dress – Sparkling Charm with Easy Wear | Perfect for Parties & Weddings","XS","STARRYBELLE-XS","TH-153-STARRYBELLE-XS",4
"May 2026","PR-0010","2026-05-22","Companion Neesds","StarryBelle Dress – Sparkling Charm with Easy Wear | Perfect for Parties & Weddings","XS","STARRYBELLE-XS","TH-153-STARRYBELLE-XS",2
"May 2026","PR-0010","2026-05-22","Companion Neesds","StarryBelle Dress – Sparkling Charm with Easy Wear | Perfect for Parties & Weddings","S","STARRYBELLE-S","TH-153-STARRYBELLE-S",1
"May 2026","PR-0010","2026-05-22","Companion Neesds","StarryBelle Dress – Sparkling Charm with Easy Wear | Perfect for Parties & Weddings","M","STARRYBELLE-M","TH-153-STARRYBELLE-M",3
"May 2026","PR-0010","2026-05-22","Companion Neesds","StarryBelle Dress – Sparkling Charm with Easy Wear | Perfect for Parties & Weddings","L","STARRYBELLE-L","TH-153-STARRYBELLE-L",2
"May 2026","PR-0055","2026-05-26","Arjan Commerce Private Limited","SteadyDiner | Magnetic Bowls | Mess-Free Mealtime for Pets","Default Title","STEADYDINER","ST-014-STEADYDINER",5
"May 2026","PR-0006","2026-05-22","Arjan Commerce Private Limited","SteadyDiner | Magnetic Bowls | Mess-Free Mealtime for Pets","Default Title","STEADYDINER","TH-137-STEADYDINER",2
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","XS","STEPGUARDBOO-XS","TH-219-STEPGUARDBOO-XS",4
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","S","STEPGUARDBOO-S","TH-219-STEPGUARDBOO-S",4
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","M","STEPGUARDBOO-M","TH-219-STEPGUARDBOO-M",1
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","L","STEPGUARDBOO-L","TH-219-STEPGUARDBOO-L",3
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","StepGuard Pet Boots – Soft Fit, Steady Grip & Daily Paw Protection","XL","STEPGUARDBOO-XL","TH-219-STEPGUARDBOO-XL",2
"May 2026","PR-0048","2026-05-22","Western India Export","Stormborn Harness – Premium Leather Harness for Strong Dogs","Default Title","STORMBORNHARNESS","TH-264-STORMBORNHARNESS",25
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XS","COAT-XS","TH-053-COAT-XS",16
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XS","COAT-XS","TH-053-COAT-XS",18
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XS","COAT-XS","TH-053-COAT-XS",18
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XS","COAT-XS","TH-053-COAT-XS",5
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XS","COAT-XS","TH-053-COAT-XS",23
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XS","COAT-XS","TH-053-COAT-XS",15
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","StormGuard Jacket | Dog Raincoat | For Breezy Walks in Rainy Weather","XS","COAT-XS","TH-053-COAT-XS",44
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","SummerGuard Cooling Vest: Cool Comfort for Hot Days","XS","COOLINGVEST-XS","TH-150-COOLINGVEST-XS",1
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","SummerGuard Cooling Vest: Cool Comfort for Hot Days","S","COOLINGVEST-S","TH-150-COOLINGVEST-S",2
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","SummerGuard Cooling Vest: Cool Comfort for Hot Days","M","COOLINGVEST-M","TH-150-COOLINGVEST-M",2
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","SummerGuard Cooling Vest: Cool Comfort for Hot Days","L","COOLINGVEST-L","TH-150-COOLINGVEST-L",2
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","SummerGuard Cooling Vest: Cool Comfort for Hot Days","XXL","COOLINGVEST-XL","TH-150-COOLINGVEST-XL",2
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","SummerGuard Cooling Vest: Cool Comfort for Hot Days","XXL","COOLINGVEST-XL","TH-150-COOLINGVEST-XL",2
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","SummerGuard Cooling Vest: Cool Comfort for Hot Days","XXL","COOLINGVEST-XL","TH-150-COOLINGVEST-XL",2
"May 2026","PR-0029","2026-05-22","Entout Co.","SummerSoothe Cooling Mat for Dogs | Self-Cooling, Travel-Friendly & Non-Toxic","Default Title","SUMMERMAT","TH-071-SUMMERMAT",6
"May 2026","PR-0010","2026-05-22","Companion Neesds","TangleGuard Leash – Dual Leash | LED Light | Anti-Slip","Red","TANGLELEASH-RED","TH-152-TANGLELEASH-RED",5
"May 2026","PR-0005","2026-05-21","Chinmayo Sahoo","TangleGuard Leash – Dual Leash | LED Light | Anti-Slip","Black","TANGLELEASH-BLACK","TH-152-TANGLELEASH-BLACK",200
"May 2026","PR-0016","2026-05-22","Shree Radhe International","TenderTrek Silicone Boots | Waterproof, Anti-Slip, Comfy Fit","XS","SILBOO-XS","TH-063-SILBOO-XS",32
"May 2026","PR-0016","2026-05-22","Shree Radhe International","TenderTrek Silicone Boots | Waterproof, Anti-Slip, Comfy Fit","S","SILBOO-S","TH-063-SILBOO-S",36
"May 2026","PR-0016","2026-05-22","Shree Radhe International","TenderTrek Silicone Boots | Waterproof, Anti-Slip, Comfy Fit","M","SILBOO-M","TH-063-SILBOO-M",35
"May 2026","PR-0016","2026-05-22","Shree Radhe International","TenderTrek Silicone Boots | Waterproof, Anti-Slip, Comfy Fit","L","SILBOO-L","TH-063-SILBOO-L",35
"May 2026","PR-0016","2026-05-22","Shree Radhe International","TenderTrek Silicone Boots | Waterproof, Anti-Slip, Comfy Fit","XL","SILBOO-XL","TH-063-SILBOO-XL",19
"May 2026","PR-0016","2026-05-22","Shree Radhe International","TenderTrek Silicone Boots | Waterproof, Anti-Slip, Comfy Fit","XXL","SILBOO-XXL","TH-063-SILBOO-XXL",12
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","TerraGuard Boots | All-Weather Paw Protection | Secure Fit for Active Dogs","XS","TERRABOO-XS","TH-160-TERRABOO-XS",3
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","TerraGuard Boots | All-Weather Paw Protection | Secure Fit for Active Dogs","M","TERRABOO-M","TH-160-TERRABOO-M",1
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","TerraGuard Boots | All-Weather Paw Protection | Secure Fit for Active Dogs","L","TERRABOO-L","TH-160-TERRABOO-L",4
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","TerraGuard Boots | All-Weather Paw Protection | Secure Fit for Active Dogs","XL","TERRABOO-XL","TH-160-TERRABOO-XL",1
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","TerraGuard Boots | All-Weather Paw Protection | Secure Fit for Active Dogs","XXXL","TERRABOO-XXXL","TH-160-TERRABOO-XXXL",1
"May 2026","PR-0014","2026-05-22","Pupscribe Enterprises Pvt Ltd","TerraGuard Boots | All-Weather Paw Protection | Secure Fit for Active Dogs","XXXXL","TERRABOO-XXXXL","TH-160-TERRABOO-XXXXL",2
"May 2026","PR-0044","2026-05-22","Lavante Fashion","The CatMother Hoodie | Where Comfort Meets Cat-Parent Energy","XXL","CATHOODIE-XXL","TH-256-CATHOODIE-XXL",3
"May 2026","PR-0044","2026-05-22","Lavante Fashion","The CatMother Hoodie | Where Comfort Meets Cat-Parent Energy","M","CATHOODIE-M","TH-256-CATHOODIE-M",5
"May 2026","PR-0044","2026-05-22","Lavante Fashion","The CatMother Hoodie | Where Comfort Meets Cat-Parent Energy","XS","CATHOODIE-XS","TH-256-CATHOODIE-XS",3
"May 2026","PR-0044","2026-05-22","Lavante Fashion","The CatMother Hoodie | Where Comfort Meets Cat-Parent Energy","S","CATHOODIE-S","TH-256-CATHOODIE-S",10
"May 2026","PR-0044","2026-05-22","Lavante Fashion","The CatMother Hoodie | Where Comfort Meets Cat-Parent Energy","L","CATHOODIE-L","TH-256-CATHOODIE-L",5
"May 2026","PR-0044","2026-05-22","Lavante Fashion","The CatMother Hoodie | Where Comfort Meets Cat-Parent Energy","XL","CATHOODIE-XL","TH-256-CATHOODIE-XL",8
"May 2026","PR-0064","2026-05-30","Drontika India","Therapeutic Aromatherapy Dog & Cat Shampoo - Tilting Heads","Default Title","THARSH","TH-001-THARSH",50
"May 2026","PR-0028","2026-05-22","Drontika India","Therapeutic Aromatherapy Dog & Cat Shampoo - Tilting Heads","Default Title","THARSH","TH-001-THARSH",65
"May 2026","PR-0064","2026-05-30","Drontika India","Tick & Flea Dog & Cat Shampoo - Tilting Heads","Default Title","TNFSH","TH-004-TNFSH",51
"May 2026","PR-0028","2026-05-22","Drontika India","Tick & Flea Dog & Cat Shampoo - Tilting Heads","Default Title","TNFSH","TH-004-TNFSH",94
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Tilting Heads Codos CP-9600 Pet Clipper | Quiet & Safe Grooming","Default Title","CODOS9600","TH-125-CODOS9600",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Tilting Heads CP-9700 Trimmer | Safe, Reliable & Professional Grooming","Default Title","CODOS9700","TH-126-CODOS9700",1
"May 2026","PR-0029","2026-05-22","Entout Co.","TitanGrip Leash | Buffer Spring Control | No-Jerk Walking","Default Title","TITANGRIPLEASH","TH-271-TITANGRIPLEASH",7
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","TitanK9 Tactical Collar | Secure Hold | Tactical Gear for Active Dogs","M","K9COLLAR-M","TH-112-K9COLLAR-M",9
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","TitanK9 Tactical Collar | Secure Hold | Tactical Gear for Active Dogs","L","K9COLLAR-L","TH-112-K9COLLAR-L",13
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","TitanK9 Tactical Collar | Secure Hold | Tactical Gear for Active Dogs","XL","K9COLLAR-XL","TH-112-K9COLLAR-XL",9
"May 2026","PR-0009","2026-05-22","Cature Shield Pvt Ltd","Treat Chamber – Interactive Slow Feeder Dog Puzzle Toy | Rotating Treat Dispenser with 8 Compartments for IQ Training & Mental Stimulation","Default Title","TREATCHAMBER","TH-370-TREATCHAMBER",5
"May 2026","PR-0027","2026-05-22","Kara Creations","TreatMaze Feeder | Puzzle-based treat toy for engagement, Slow Eating, and Busting Boredom","Default Title","MAZE","TH-040-MAZE",4
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","TrekPack Pet Carrier Bag – All-Season Comfort & Secure Carry","Default Title","TREKPACKBAG","TH-223-TREKPACKBAG",6
"May 2026","PR-0041","2026-05-22","Anand Surgical Industries","Trim & Style Scissors","Default Title","SCI","MNM-013-SCI",31
"May 2026","PR-0031","2026-05-22","Chinmayo Sahoo","TrimEase Paw Trimmer | Precise & Gentle Grooming For Pets","Default Title","PAWTR","TH-038-PAWTR",922
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","Trimzy Nail Cutter & Filer for Pets","Default Title","NAICUTFIL","TH-018-NAICUTFIL",5
"May 2026","PR-0010","2026-05-22","Companion Neesds","UltraGrip Pet Socks – The Perfect Fit for Small Cats & Dogs","S","ULTRAGRIPSOCKS-S","TH-174-ULTRAGRIPSOCKS-S",2
"May 2026","PR-0010","2026-05-22","Companion Neesds","UltraGrip Pet Socks – The Perfect Fit for Small Cats & Dogs","M","ULTRAGRIPSOCKS-M","TH-174-ULTRAGRIPSOCKS-M",2
"May 2026","PR-0010","2026-05-22","Companion Neesds","UltraGrip Pet Socks – The Perfect Fit for Small Cats & Dogs","L","ULTRAGRIPSOCKS-L","TH-174-ULTRAGRIPSOCKS-L",3
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","UtsavSitara Kurta – Brocade Fabric | Festive & Regal Style | Easy Velcro Fit","XS","UTSAVKURTA-XS","TH-155-UTSAVKURTA-XS",4
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","UtsavSitara Kurta – Brocade Fabric | Festive & Regal Style | Easy Velcro Fit","S","UTSAVKURTA-S","TH-155-UTSAVKURTA-S",1
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","UtsavSitara Kurta – Brocade Fabric | Festive & Regal Style | Easy Velcro Fit","M","UTSAVKURTA-M","TH-155-UTSAVKURTA-M",3
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","UtsavSitara Kurta – Brocade Fabric | Festive & Regal Style | Easy Velcro Fit","L","UTSAVKURTA-L","TH-155-UTSAVKURTA-L",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","UtsavSitara Kurta – Brocade Fabric | Festive & Regal Style | Easy Velcro Fit","XL","UTSAVKURTA-XL","TH-155-UTSAVKURTA-XL",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","UtsavSitara Kurta – Brocade Fabric | Festive & Regal Style | Easy Velcro Fit","XXL","UTSAVKURTA-XXL","TH-155-UTSAVKURTA-XXL",3
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","UtsavSitara Kurta – Brocade Fabric | Festive & Regal Style | Easy Velcro Fit","XXXL","UTSAVKURTA-XXXL","TH-155-UTSAVKURTA-XXXL",5
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Vacay Shirt – Stylish Cotton Blend Summer Shirt for Dogs","S","VACAYSHIRT-S","TH-357-VACAYSHIRT-S",14
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Vacay Shirt – Stylish Cotton Blend Summer Shirt for Dogs","S","VACAYSHIRT-S","TH-357-VACAYSHIRT-S",18
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Vacay Shirt – Stylish Cotton Blend Summer Shirt for Dogs","S","VACAYSHIRT-S","TH-357-VACAYSHIRT-S",16
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Vacay Shirt – Stylish Cotton Blend Summer Shirt for Dogs","S","VACAYSHIRT-S","TH-357-VACAYSHIRT-S",16
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Vacay Shirt – Stylish Cotton Blend Summer Shirt for Dogs","S","VACAYSHIRT-S","TH-357-VACAYSHIRT-S",16
"May 2026","PR-0037","2026-05-22","Snowdrop Creations","Vacay Shirt – Stylish Cotton Blend Summer Shirt for Dogs","S","VACAYSHIRT-S","TH-357-VACAYSHIRT-S",16
"May 2026","PR-0033","2026-05-22","Rose International","Vanguard Collar | Bold Finish, Premium Comfort in Pure Leather for Dogs","S","VANGUARDCOLLAR-S","TH-281-VANGUARDCOLLAR-S",4
"May 2026","PR-0033","2026-05-22","Rose International","Vanguard Collar | Bold Finish, Premium Comfort in Pure Leather for Dogs","S","VANGUARDCOLLAR-S","TH-281-VANGUARDCOLLAR-S",4
"May 2026","PR-0033","2026-05-22","Rose International","Vanguard Collar | Bold Finish, Premium Comfort in Pure Leather for Dogs","S","VANGUARDCOLLAR-S","TH-281-VANGUARDCOLLAR-S",4
"May 2026","PR-0033","2026-05-22","Rose International","Vanguard Collar | Bold Finish, Premium Comfort in Pure Leather for Dogs","S","VANGUARDCOLLAR-S","TH-281-VANGUARDCOLLAR-S",4
"May 2026","PR-0024","2026-05-22","Maple Pets International Private Limited","Vitalwhisk fountain-Catit Pixi Water Drinking Fountains | Triple-Filtered Hydration | Silent & Safe that Prevents Your Cats From KIdney And Bladder Issues","Default Title","VITALWHISKFOUNTAIN","TH-172-VITALWHISKFOUNTAIN",5
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","VoiceBond Toy – Interactive Recordable Voice Toy for Pets","Default Title","VOICEBONDTOY","TH-349-VOICEBONDTOY",26
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Wander Whiskers | Suitcase-Style Pet Carrier | Air-Comfy Travel","Default Title","WANDERWHISKER","TH-093-WANDERWHISKER",7
"May 2026","PR-0034","2026-05-22","Pet Craft Pvt Ltd","Wave Lounge Scratcher – Furniture-Saving Scratch & Lounge Board","Default Title","WAVESCRATCHER","TH-314-WAVESCRATCHER",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","WiggleWag Pet Toy | Endless Fun for Your Pup","Default Title","WIGGLEWAGTOY","TH-169-WIGGLEWAGTOY",11
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","S","WILD-S","TH-068-WILD-S",45
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","M","WILD-M","TH-068-WILD-M",35
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","L","WILD-L","TH-068-WILD-L",43
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","XL","WILD-XL","TH-068-WILD-XL",39
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","WildTrail Boots | Winter-Ready, Waterproof & Non-Slip | Built for All Terrains","XXL","WILD-XXL","TH-068-WILD-XXL",50
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Wobble Bowl – Slow Feeding Made Fun for Healthy, Happy Pets","Default Title","WOBBLEBOWL","TH-127-WOBBLEBOWL",5
"May 2026","PR-0018","2026-05-22","Zoof Pets","Woven Boots – Wedding & Festive Wear for Stylish Dogs","XS","WOVENBOOTS-XS","TH-269-WOVENBOOTS-XS",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Woven Boots – Wedding & Festive Wear for Stylish Dogs","S","WOVENBOOTS-S","TH-269-WOVENBOOTS-S",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Woven Boots – Wedding & Festive Wear for Stylish Dogs","M","WOVENBOOTS-M","TH-269-WOVENBOOTS-M",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Woven Boots – Wedding & Festive Wear for Stylish Dogs","L","WOVENBOOTS-L","TH-269-WOVENBOOTS-L",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Woven Boots – Wedding & Festive Wear for Stylish Dogs","XL","WOVENBOOTS-XL","TH-269-WOVENBOOTS-XL",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Woven Boots – Wedding & Festive Wear for Stylish Dogs","XXL","WOVENBOOTS-XXL","TH-269-WOVENBOOTS-XXL",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Woven Boots – Wedding & Festive Wear for Stylish Dogs","XXXL","WOVENBOOTS-XXXL","TH-269-WOVENBOOTS-XXXL",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Zari Boots – Festive Style | Cushioned Comfort | Double Velcro Fit","S","ZARIBOO-S","TH-165-ZARIBOO-S",1
"May 2026","PR-0018","2026-05-22","Zoof Pets","Zari Boots – Festive Style | Cushioned Comfort | Double Velcro Fit","S","ZARIBOO-S","TH-165-ZARIBOO-S",3
"May 2026","PR-0018","2026-05-22","Zoof Pets","Zari Boots – Festive Style | Cushioned Comfort | Double Velcro Fit","S","ZARIBOO-S","TH-165-ZARIBOO-S",3
"May 2026","PR-0018","2026-05-22","Zoof Pets","Zari Boots – Festive Style | Cushioned Comfort | Double Velcro Fit","S","ZARIBOO-S","TH-165-ZARIBOO-S",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Zari Boots – Festive Style | Cushioned Comfort | Double Velcro Fit","S","ZARIBOO-S","TH-165-ZARIBOO-S",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Zari Boots – Festive Style | Cushioned Comfort | Double Velcro Fit","S","ZARIBOO-S","TH-165-ZARIBOO-S",2
"May 2026","PR-0018","2026-05-22","Zoof Pets","Zari Boots – Festive Style | Cushioned Comfort | Double Velcro Fit","S","ZARIBOO-S","TH-165-ZARIBOO-S",1
"May 2026","PR-0062","2026-05-27","Pet Craft Pvt Ltd","Zen Curve Scratcher – Multifunction Wooden Cat Scratch & Lounge","Default Title","ZENSCRATCHER","TH-313-ZENSCRATCHER",8
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","ZenLick Dog Food Mat – Slow Feeder & Anxiety Relief Tool","Default Title","LICKMAT","TH-051-LICKMAT",4
"May 2026","PR-0027","2026-05-22","Kara Creations","ZeviKix – Breathable Dog Shoes with Anti-Slip Sole & Adjustable Velcro Strap | Lightweight Paw Protection for Small Dogs & Daily Walks","2","ZEVIKIX-2","TH-218-ZEVIKIX-2",3
"May 2026","PR-0027","2026-05-22","Kara Creations","ZeviKix – Breathable Dog Shoes with Anti-Slip Sole & Adjustable Velcro Strap | Lightweight Paw Protection for Small Dogs & Daily Walks","2","ZEVIKIX-2","TH-218-ZEVIKIX-2",5
"May 2026","PR-0027","2026-05-22","Kara Creations","ZeviKix – Breathable Dog Shoes with Anti-Slip Sole & Adjustable Velcro Strap | Lightweight Paw Protection for Small Dogs & Daily Walks","2","ZEVIKIX-2","TH-218-ZEVIKIX-2",10
"May 2026","PR-0027","2026-05-22","Kara Creations","ZeviKix – Breathable Dog Shoes with Anti-Slip Sole & Adjustable Velcro Strap | Lightweight Paw Protection for Small Dogs & Daily Walks","2","ZEVIKIX-2","TH-218-ZEVIKIX-2",2
"May 2026","PR-0010","2026-05-22","Companion Neesds","ZipTrek Boots | Secure Fit | Waterproof Paw Protection","XXS","ZIPTREKBOO-XXS","TH-170-ZIPTREKBOO-XXS",12
"May 2026","PR-0010","2026-05-22","Companion Neesds","ZipTrek Boots | Secure Fit | Waterproof Paw Protection","XS","ZIPTREKBOO-XS","TH-170-ZIPTREKBOO-XS",7
"May 2026","PR-0010","2026-05-22","Companion Neesds","ZipTrek Boots | Secure Fit | Waterproof Paw Protection","S","ZIPTREKBOO-S","TH-170-ZIPTREKBOO-S",10
"May 2026","PR-0010","2026-05-22","Companion Neesds","ZipTrek Boots | Secure Fit | Waterproof Paw Protection","M","ZIPTREKBOO-M","TH-170-ZIPTREKBOO-M",6
"May 2026","PR-0010","2026-05-22","Companion Neesds","ZipTrek Boots | Secure Fit | Waterproof Paw Protection","L","ZIPTREKBOO-L","TH-170-ZIPTREKBOO-L",7
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Zoomie Boots – Secure Fit with Zipper & Strap | All-Terrain Paw Safety","S","ZOOMBOO-S","TH-078-ZOOMBOO-S",20
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Zoomie Boots – Secure Fit with Zipper & Strap | All-Terrain Paw Safety","S","ZOOMBOO-S","TH-078-ZOOMBOO-S",34
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Zoomie Boots – Secure Fit with Zipper & Strap | All-Terrain Paw Safety","S","ZOOMBOO-S","TH-078-ZOOMBOO-S",36
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Zoomie Boots – Secure Fit with Zipper & Strap | All-Terrain Paw Safety","S","ZOOMBOO-S","TH-078-ZOOMBOO-S",20
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Zoomie Boots – Secure Fit with Zipper & Strap | All-Terrain Paw Safety","S","ZOOMBOO-S","TH-078-ZOOMBOO-S",26
"June 2026","PR-0105","2026-06-24","Hardik Enterprises","AlphaView Pet Shades – Cool, Comfy Eyewear for Stylish Outdoor Dogs","Black","ALPHAVIEW-1","TH-100-ALPHAVIEW-1",15
"June 2026","PR-0105","2026-06-24","Hardik Enterprises","AlphaView Pet Shades – Cool, Comfy Eyewear for Stylish Outdoor Dogs","Blue","ALPHAVIEW-2","TH-100-ALPHAVIEW-2",15
"June 2026","PR-0105","2026-06-24","Hardik Enterprises","Aqua Care Shower | Pet Shower Head | Bathing & Grooming Tool","Default Title","AQCASHO","TH-005-AQCASHO",30
"June 2026","PR-0095","2026-06-20","Big Time Enterprises","Aqua glow filters","Default Title","Aquaglowfilters","Th-20062026-Aquaglowfilters",12
"June 2026","PR-0111","2026-06-27","Smarty Pet","Aurora Litter Den – Clean, Comfy & Private Litter Space for Cats","Default Title","LITTERDEN","TH-087-LITTERDEN",1
